Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","032","Argentine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","44054.616","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","032","Argentine","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","21805.549","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","032","Argentine","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","22249.068","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","032","Argentine","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3652.804","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","032","Argentine","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","40618.237","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2851.923","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1295.024","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1556.899","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1081.248","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","051","Arménie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1849.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","105.439","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","49.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","55.591","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","59.692","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","533","Aruba","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","45.572","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24590.334","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","12198.756","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","12391.577","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3446.638","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","036","Australie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","21003.923","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","040","Autriche","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8797.496","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","040","Autriche","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","4325.485","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","040","Autriche","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","4472.011","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","040","Autriche","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3660.707","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","040","Autriche","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5074.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","031","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10071.567","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","031","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","4965.779","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","031","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5105.788","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","031","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","4388.663","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","031","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5438.926","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","044","Bahamas","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","399.02","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","044","Bahamas","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","191.491","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","044","Bahamas","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","207.529","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","044","Bahamas","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","67.508","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","044","Bahamas","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","327.853","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","048","Bahreïn","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1456.834","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","048","Bahreïn","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","912.197","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","048","Bahreïn","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","544.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","048","Bahreïn","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","161.409","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","048","Bahreïn","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1331.175","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","050","Bangladesh","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","161793.964","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","050","Bangladesh","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","80422.431","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","050","Bangladesh","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","81371.533","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","050","Bangladesh","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","105622.933","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","050","Bangladesh","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","59046.818","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","052","Barbade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","279.187","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","052","Barbade","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","133.644","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","052","Barbade","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","145.542","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","052","Barbade","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","196.693","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","052","Barbade","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","89.026","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","112","Bélarus","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9707.876","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","112","Bélarus","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","4487.336","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","112","Bélarus","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5220.541","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","112","Bélarus","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","2070.383","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","112","Bélarus","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","7397.955","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","056","Belgique","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11384.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","056","Belgique","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5607.133","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","056","Belgique","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5777.356","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","056","Belgique","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","233.097","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","056","Belgique","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","11196.239","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","084","Belize","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","374.693","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","084","Belize","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","188.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","084","Belize","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","186.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","084","Belize","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","203.824","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","084","Belize","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","170.857","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","204","Bénin","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11596.779","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","204","Bénin","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5800.206","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","204","Bénin","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5796.573","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","204","Bénin","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","5949.046","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","204","Bénin","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5226.646","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","060","Bermudes","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","63.275","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","060","Bermudes","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","30.703","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","060","Bermudes","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","32.572","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","060","Bermudes","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","060","Bermudes","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","61.349","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","064","Bhoutan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","756.121","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","064","Bhoutan","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","401.839","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","064","Bhoutan","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","354.282","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","064","Bhoutan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","483.217","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","064","Bhoutan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","324.393","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","068","Bolivie (État plurinational de)","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11435.533","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","068","Bolivie (État plurinational de)","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5748.534","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","068","Bolivie (État plurinational de)","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5686.999","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","068","Bolivie (État plurinational de)","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3417.155","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","068","Bolivie (État plurinational de)","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","7634.445","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","535","Bonaire, Saint-Eustache et Saba","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24.366","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","535","Bonaire, Saint-Eustache et Saba","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","12.677","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","535","Bonaire, Saint-Eustache et Saba","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","11.688","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","535","Bonaire, Saint-Eustache et Saba","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","6.391","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","535","Bonaire, Saint-Eustache et Saba","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","19.007","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","070","Bosnie-Herzégovine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","3440.027","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","070","Bosnie-Herzégovine","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1688.023","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","070","Bosnie-Herzégovine","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1752.004","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","070","Bosnie-Herzégovine","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1828.006","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","070","Bosnie-Herzégovine","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1679.011","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2401.84","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1183.506","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1218.333","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","717.29","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1574.371","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","208504.96","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","102567.011","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","105937.948","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","28654.406","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","180633.872","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","430.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","223.039","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","207.238","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","97.263","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","331.434","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","7182.428","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","3481.952","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","3700.476","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1794.614","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5289.957","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","19835.858","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","9870.655","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","9965.204","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","13676.652","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5516.73","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11155.593","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","5534.391","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","5621.203","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9483.827","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1380.418","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","564.954","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","280.983","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","283.971","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","189.808","X","Ciffre de sources internationales",""
